date,username,comment
"June 29, 2014  1:50PM",imidazol97," only their advertising has improved to try to make people ""feel"" better about their brand. the bobistheoilguy analyses were good stuff. wish someone would repeat them with more current materials. as for the oil filters, the more they use data in the advertising to make me feel guilty that i need to use their better filter, the less i react. getting 99.1% of particles is great. i don't need to pay double or triple to get 99.6% of particles. the ones getting through are so small they don't matter. further, the oil filter matrix catches some particles that block some of the larger pores after time. the filter then becomes what the finer, smaller matrix of the higher-priced filter was at the start. so a used filter actually filters ""better"" because it will have a smaller average opening size. however, the downside is that the finer filter restricts the oil flow more. this in turn causes more of the oil to go to the bypass valve on the pump or the filter and circulate without being put through the filter material. this is more true with colder oil. so my logic is a standard purolator filter is better for my car which is driven on a combo of short trip with colder oil and on longer drives with hot thin oil. i do buy the purolator one which is a finer matrix for my chevrolet which gets only pennzoil platinum full synthetic and i change the oil once per year even though it doesn't make the mileage needed for a change."
"June 29, 2014  2:04PM",stever," guess i'd better beware those samsung phones and ipads wally sells. just had my oil changed the other day (i've decided to retire from that job). didn't even look to see what filter got put on; probably a carnissan. guess i should go check for drips - that's the problem with having a good mechanic, you wind up trusting them implicitly."
"June 29, 2014  2:07PM",jayrider," gm dealers in the states include the multipoint inspection with the oil change. about $60. in fact, i can't remember when i had any oil change that didn't include a comprehensive print out for all systems. i still change my own air filter because it's one thing i can still do."
"June 29, 2014  3:27PM",imidazol97," guess i'd better beware those samsung phones and ipads wally sells. as for phones, i'm into net10 and tracfones--it's all we can afford and they're much more practical for our level of need. the walmart phones sometimes include memory cards and car cords that aren't in the same phone marketed by tracfone/net10 on their own site."
"June 29, 2014  3:58PM",28firefighter," - i hear madison is a great town.  several of my friends who are electronic medical record consultants started their careers at epic and ""lived"" in madison for a number of years. i say ""lived"" because they all spent substantial amounts of time on the road as part of implementation teams."
"June 29, 2014  4:34PM",stever," imidazol97, pageplus prepaid here. $10 every three months and we usually roll over some minutes. -) but you get my drift. we lived in madtown for ~6 months back in the early 80s and have been back several times in the three years that we've lived in the up. nice town, nice neighborhoods and parks. lots of canoes. hit six or eight dealers there a couple of months ago and most all were pretty good. the subaru dealer there was the only one that was a bit, er, dubious to deal with. kia was the best about being upfront but tested us in a low end trim. i liked the volkswagen guy a lot but we made my wife antsy after he and i got into a long discussion about bus history, a 4wd conversion outfit in california that they keep brochures around for, and the reason why the concept microbus didn't fly (msrp reportedly would have been $40,000 to pay for the crash/safety stuff in order to sell it here)."
"June 29, 2014  4:36PM",abacomike," <strong>  rolls royce coupe? </strong> dad and i went to the boca raton town center for our daily walk.  as we passed by the rolls and bentley exhibit, i noticed there was a new rolls royce coupe sitting where the ghost used to sit.  i walked over and saw the pricing - $369,000.00.  the doors opened by front out first, not rear as you would expect.  the color was brown quarter panels and beige hood and trunk and brown cabin top and medium beige leather seating. <strong>  it was exquisite! </strong> i have never, ever seen a more beautiful car.  there were at least 20 people walking around it and remember, the mall stores are closed until noon and we were there at 1000 am. it was a breathtaking automobile.  i did not see any insignias on the car to show the model, so i assumed it was a corniche or some special edition ghost in a coupe.  $369,000 is a bit low for a corniche or a phantom - they retail in the $450,000 - $500,000 range. when i got home, i looked it up on edmunds to find out the model.  it's called the ""wraith"" and pricing starts ar $289,000.  so the one they were showing at the mall ($369,000) was obviously <em>  loaded, loaded, loaded! </em> i can't tell you how beautiful that car is in words - you really have to see it and examine it's stance and lines to truly appreciate the elegance and styling.  so much nicer than the bentley coupe. my guess is that you would have to pay a bit more than msrp to get the one they were exhibiting only because there is almost a 1 year wait if you order one.  and then, you have to add the luxury tax and gas guzzler tax.  again, all i can say is ""breathtaking!"""
"June 29, 2014  4:37PM",isellhondas," our parts department had a fdodge filter cut in half sideways along with a honda oem oil filter. if you saw the differences, you would never use a fdodge filter!"
"June 29, 2014  4:42PM",stever, it's the media - how many times have you read about a bypass valve failing? ever? now compare those numbers to the number of oil filter gaskets that stuck to the block lol.
"June 29, 2014  4:44PM",explorerx4, guess where my daughter is going to be working?
"June 29, 2014  4:55PM",henryn," i’m not at all certain that i could tell which oil filter was better by simple visual examination of a cross section.  to most people, shinier, brighter objects are perceived to be “better” or “more desireable”. ahh, now this i can relate to.  i have personally  known of several engines that were destroyed by this exact problem.  none of them happened to be a honda, so definitely not unique to honda’s."
"June 29, 2014  5:01PM",henryn," going back many years, i remember all of the hoopla about fdodge filters being junk.  as i recall, the only real problem ever encountered with fdodge filters were that some models which should have had an anti drain back valve, did not.  this could cause lifter rattle on cold start (and quite possibly more wear on the lower end of the engine). i’m fairly certain that this problem was corrected many years ago.  i will admit to a certain lingering prejudice against fdodge, and for oem oil filters."
"June 29, 2014  5:03PM",roadburner," they may be decen't filters- who knows? but like i said, for i'm not risking it to save less than $5..."
"June 29, 2014  5:04PM",isellhondas," the fdodge filter looked like it was made in some third world country.  the metal was thin and flimsy. as far as filter gaskets sticking to the block, i've only heard of this problem on 2nd generation honda's.  honda (and others) had to redesign the filters so the gasket couldn't stick to the block. i guess they didn't realize how careless people changing oil can be.  as a very young person working in a gas station one of the first things i learned was to make sure the old gasket didn't stick to the block and they often did. you can't cure ""dumb"" i suppose. as i said, were you to examine the differences between those two filters there is no way you would use a fdodge filter. but, i suppose if you change your oil as often as i do, it probably wouldn't matter."
"June 29, 2014  5:10PM",henryn," i just recently (about 6 years ago) went from 3k oil changes to 5k oil changes.  my father would have given me a world of grief about that! i was taught to always rub oil on the gasket before installing the filter.  this was supposed to keep the gasket from sticking to the block, but i'm not sure if that really worked."
"June 29, 2014  5:10PM",isellhondas," getting back to buying and selling car. i am looking for a cheap transportation car for a very nice 73 year old woman that is a volunteer  (like me) at our local food bank.  she is fighting bone cancer, lost her husband to cancer along with her life savings and home paying medical bills. she has no money so we are paying.  trying to find a 2000.00 car and it is tough. craigslist is dominated by flakes, strokes, curbstoners, scam artists, people that don't speak english, people who won't return calls etc. she will probably drive it 2000 miles a year but it should be something reliable. the car that are good ones get snapped up immediately. still looking...."
"June 29, 2014  5:17PM",roadburner," &gt; they are using mobil 1 0w-40; it meets  mb-approval 229.3 as well as mb-approval 229.5. it also has other builders approvals bmw longlife oil 01, volkswagen 502 00, volkswagen 505 00, and porsche audi0. castrol and pennzoil also market oils with similar approvals."
"June 29, 2014  5:38PM",28firefighter," she is in for some real fun - lots of young people, a beautiful campus, and an industry that is exploding. the only downside is that when she is ready to stop working at epic, they strongly enforce a 1 year non-compete. all of my friends took that year off to go travel, and then came back and picked up where they left off in consulting roles.  tell her to join every hotel and airline loyalty progdodge she travels with - the points add up quickly with the amount epic folks travel."
"June 29, 2014  5:39PM",oldfarmer50, great minds think alike.  i got one last year and haven't seen it since it was appropriated by my son.
"June 29, 2014  5:43PM",stickguy," farmer, yes that is where he will be living.  i will tell him to waive when he sees a bus.  his unit is in the back overlooking the pond and that road. he will just take western to fuller.  his building is just a short bit up fuller, so that makes the most sense."
"June 29, 2014  6:02PM",oldfarmer50," isellhonda  as a hooptie expert i would recommend an older buick buick/oldsmobile ciera.  identical car they made until 1996.  light, pretty good on gas, reliable for an american car and cheap to fix because they made millions of them. in my part of the country the salt ate them all to death but where you are there should be some nice ones. i might call on this one"
"June 29, 2014  6:10PM",oldfarmer50," i was taught that too but it seems to be a forgotten art.  i changed my oil once as it was getting dark.  the garage that had done the last oil change evidently never oiled the gasket and it stuck to the motor. i didn't notice because of the lack of light. my son drove it until the engine was toast from lack of oil.  mentioned in passing that the oil light was on a week later.  can't fix stupid, can you?"
"June 29, 2014  6:44PM",jayrider," well, if you can't find one, what hope is there for the rest of the folks looking for a 2k driver. maybe your dealership contacts can alert you when one shows up for trade that will be immediately wholesaled. good luck."
"June 29, 2014  6:50PM",roadburner," an older friend of mine has an x3 of the same vintage as mine; i always offered to help him with oil changes and such but he didn't want to ""impose"" so... he ends up taking it to an alleged mechanic who can't spell ""bmw"" and who also apparently lacked opposable thumbs. i got called in to rectify the damage at the next oil change. the ""professional technician"" used what appeared to be a fdodge cartridge filter; the filter medium was on the verge of disacurating as were the plastic end caps(something that oem filters do not use). he also nearly stripped the oil pan out by over-tightening the drain plug(he missed the salient fact that bmw have used a replaceable aluminum/copper seal ring on the drain plug for at least 50 years). the icing on the cake was the moron's failure to reset the service interval system. the pro ""didn't have the right reset tool"". i suppose he was referring to his own brain, as thirty seconds spent on google would have revealed that <strong>  no tool is needed </strong> - it is a dead simple procedure that only uses the odometer reset button. oh yeah, he charged my friend more for the garbage fdodge element than i pay for an oem filter from my dealer..."
"June 29, 2014  8:03PM",isellhondas, i agree with your choices.  most have the 3.1 engines that aren't bad. i like saturns too.  they don't have a good resale especially since they are now an orphan.  not bad car.  if i can find a taurus that doesn't have a bad transmission those work too. i might give the guy with the white buick a call since he's probably 15 minutes from us.  wenatchee is probably 200 miles away. i appreciate your ideas and agree with you.
"June 29, 2014  9:43PM",oldfarmer50," ""i like saturns too"" i like those sl models, i don't know why.  the term ""cute"" comes to mind. the ones i see on cl are rather pricey in my opinion.  some suffered from cracked heads or oil burning. a lot are manual trannys. a woman at work has a 2002 sc 3 door with 5sp manual.  i could see myself buying it some day."
"June 29, 2014 10:16PM",stickguy," i have decided i would like to have a lexus es for some reason.  of course, my budget probably covers a first year model with 250k on it.  maybe."
"June 29, 2014 10:57PM",stickguy," veering off topic again (hey, i'm not up to the point of selling or buying car yet). my wife was upstairs today doing chores, and called me up as the dryer was ""having a problem"".    well, turns out the problem was it did not want to turn on, or stay running when it did.  plus, there was a distinct burning smell (seemed to me to be rubber or electrical).  so as much as it pained her, i unplugged it since i doubt it would end well trying to use it more.  and by that, i was expecting to burn the house down. a few weeks back the washer didn't want to run.  i managed to get that going by taking 1/2 the load out, and seems to have been ok since. we debated calling the service guy again, but i strongly suspect that if repairable, it was going to be an expensive part + service call.  given that (per the wife) they have not been cleaning well, and they are about 14 yo at this point, we decided to go price out new ones first (having been out of the market for a long time). turns out that new machines are much fancier, and much cheaper, than the old ones (and ours were high end maytag front loaders when we got them).  pretty much made financial sense to apply the $75 service call charge to new machines. we just hit lowes for our level set.  after looking at all the options, a samsung set seemed to be the best combo of style, features and price.  i pretty much violated all the rules (research first, shop around, buy 2nd) by saying to heck with it, and pulling the trigger on the spot.  they did meet one key criteria  they were in stock, and could be delivered tuesday! thankfully, after coming home and researching, looks like highly rated units, and the price was rock bottom.  end up being pretty fancy machines, washer + gas dryer, for $1,050 + tax delivered and installed, with the old ones dragged away. oh, technically only needed the dryer, but decided since the washer was fading, better to just do them together.  at least they will match!"
"June 29, 2014 11:02PM",snakeweasel," guess i'd better beware those samsung phones and ipads wally sells. the wife and i just picked up a samsung ford s5 last night from best buy, got me a pretty good deal on them."
"June 29, 2014 11:14PM",stickguy," ipads are the same anywhere.  i remember (paging nyccarguy!) discussions about plumbing fixtures that looked the same, and had the same model name, but were much different inside when you bought them at the big box stores."
"June 29, 2014 11:57PM",bwia," what kind of deal did you get? i bought an s-5 three weeks ago from best buy and it was not much of a deal when you figure in the fancy case ($50) and protective glass ($35). that i can live with but my at&amp;t international data charge was $244 for only 102 mb of data use. ouch! the ford s-5 is more than a smart phone. it handles all your communication and navigation needs and the 1080p and 4k video camera is amazingly brilliant. however, battery life stinks. i have to recharge at least twice a day."
"June 30, 2014 12:05AM",oldfarmer50," did you try cleaning out the lint trap and behind the lint trap?  our dryer has gone out several times because the lint builds up in the ductwork and the unit gets hot.  trips some sort of circuit breaker.  clean it out, let it cool down and back to work."
"June 30, 2014 12:27AM",explorerx4," my fusion has been at the dealer for almost 2 weeks waiting for a part, so i started looking around just in case. other than the amount of time, it hasn't been a big deal. i've put about 150 miles on the loaner. weather has been good, so i've been driving the convertible. regarding appliances, i will pay to get them repaired once, next time it gets replaced. after 16 years, we've replaced the washer, dryer, microwave, and dishwasher. i just replaced one of the stove burners (glass top) and have to manually turn the ice maker on/off by moving the little bar up or down. next priority is to replace the furnace."
"June 30, 2014 12:46AM",stickguy," farmer, it looks pretty clean in the lint area.  that was really clogged before we moved it upstairs, and at most it just caused it to run long (not as hot).  given the age, etc. we decided to not get on the repairman hamster wheel. i should tomorrow dismantle it though just to check!  though given how bad the smell was (not like lint, more like electrical), i don't think i am willing to try running it again to find out! i do need to pull it out so i can get behind it to vacuum i guess.  not something i do all that often.  ok, ever."
"June 30, 2014 12:48AM",isellhondas, why not just look for a v-6 toyota?  those es's aren't much more than a gussied up toyota.
"June 30, 2014 12:49AM",stickguy," well, because it is a toyota.  i just couldn't bring myself to do that.  plus i like the lexus seat."
"June 30, 2014 12:53AM",isellhondas," my quest continues.... a guy had a 96 taurus for sale for 1500.00. the power steering pump moaned like a foghorn, the a/c blew hot but hondaing to the seller, it ""just needs a charge"".  the car was so filthy inside and out. then there was a corsica with a slipping transmission but, the seller felt that a ""band adjustment"" would ""probably"" solve the problem. some guy with an overpriced stripper toyota that the seller ""knew"" would ""easily"" go another 288,000 miles! and a gentleman from india that i simply could not understand. still looking...."
"June 30, 2014 12:56AM",explorerx4," speaking of  'other' filters, my shop vac didn't seem to be working well even with a new filter. it has a detachable top unit that can be used as a blower. turns out the underside has a foam filter that was clogged. i cleaned it and it works much better."
"June 30, 2014 12:59AM",stickguy," i'm starting to think that i should ask more $ for my tl when i put it on the market at the end of the summer.  $4,000 seems to be the new $2,000.  in this case, the ac really does blow cold, and it does run like 1/2 the miles!"
"June 30, 2014  1:25AM",snakeweasel," well we went in to look at something else and we stopped and looked at the phones. best buy had the on sale for $99 each (verizon phones, they are back to $199 today online) plus a fancy wallet cases that i think went for $50 each. talking to the manager he looked online and found the for less and matched the price at $35 and gave us $85 for our old iphones (iphone 4) bringing it to $183 plus tax, title and license. chatting with the manager he came down a little on the cases and give us a little more for our iphones. so it came out to use getting two ford s5's and cases for two 5 year old iphones and $168 including tax. i haven't noticed a short battery life, so far today it has kept a decent charge. i'll find out tomorrow how the battery fairs when i use it pretty much like i did with the old iphone. the iphone being 5 years old was losing battery capacity and i had to charge it up midday. i'll let you know tomorrow."
"June 30, 2014  1:42AM",snakeweasel," just to let you know i made a personal achievement yesterday, i did a buick ride (and no it wasn't riding in a buick). a buick ride is a cyclists equivalent of a marathon, 100 miles or more in a day. we went 111.4 miles in just over 8.5 hours."
"June 30, 2014  2:28AM",roadburner, you are a better man than me!!!
"June 30, 2014  3:11AM",fezo," rb- am i detecting that your mazdapeed 3 is back?  lousy timing on my part....  wondering what it would take to essentially turn my 6 into kind of a speed6?  i bet putting some nice shocks and maybe springs (i'm sure all are original). the toyota gets sold in a couple days and souping up the 6 might be a way to go. having gone through skin cancer, even though it supposedly wasn't sun related, makes having a convertible less of a necessity. that said, a nice miata would still tempt mightily."
"June 30, 2014  3:12AM",fezo, of - i must have missed the prez by a day. all nice and quiet.
"June 30, 2014  3:30AM",stickguy," steve, the 6 is a good platform.  usually by the 100k or so (where i assume you are) the suspension is far from what it was.  some nice konis and new bushings alone could make a transformation. tire rack has a lot of stuff.  looks like about $700 gets you h&amp;b springs and konis struts all around, all rated as ""performance street"" which sounds like what you want.  plus installation of course, so figure maybe 1k to totally revitalize and upgrade the suspension?  the 6 is a nice handling car to start.  that should be like night and day to warn out oem."
"June 30, 2014  4:08AM",roadburner," yes, and as good as new. the shop did a fantastic job."
"June 30, 2014 11:54AM",bwia," anybody watch 60 minutes last night? they did a feature story celebrating lamborghini 50th. anninissanry, and wow what stunning footage. i will try to post the video, if and when i find it. p.s here is the video."
"June 30, 2014  1:13PM",jsyodes," anyone looking for a vacation, ferrari is opening a theme park hotel in spain it looks like.  i believe they also have one in abu dahbi.  i wonder if they have a ferrari go-kart track?"
"June 30, 2014  1:45PM",graphicguy," most of you know, oil price gouging is a huge boondoggle.  hot on the heals of reports that the u.s. is, for all intents and purposes, oil indenendent due to shale oil, we get a politician (of all people) calling out the oil industry...."
"June 30, 2014  2:41PM",fezo," yes, and as good as new. the shop did a fantastic job. on my way...... meanwhile, what do you think of stick's idea.  kind of what i'm thinking."
"June 30, 2014  3:14PM",oldfarmer50, you have to remember that bernie is an unabashed socialist so he's coming from a position that any private enterprise is evil. maybe his efforts would be better served if he investigated why after a 40 year ban the government is allowing oil exports.
"June 30, 2014  3:25PM",oldfarmer50," you might need more than shocks and bushings to get a true speed6. starting with the basic mazda 6 structure--a unibody with good rigidity credentials--mazda added a cross brace behind the rear seat and a hefty cross-body beam under the dash, heavied up the mounting points for the front and rear suspension subfdodgees, and beefed the a-pillar anchor points. the net of the foregoing, hondaing to mazda, is a 50-percent gain in torsional rigidity. sounds extravagant, but we failed to pack a structural-rigidity test rig and thus must take the company's word for it. as you'd expect, the suspension--unequal-length control arms in front, a multilink rear--has been stiffened, with higher spring rates, firmer shock damping (monotube at the rear), harder bushings, and heftier anti-roll bars fore-and-aft. heftier also applies to the brakes, which spin behind 7.0-by-18-inch alloy wheels (versus 7.0-by-17 on the mazda 6 s). power is supplied by a revised mazda mzr 2.3-liter dohc 16-valve four, said revisions including a block cast from higher-density aluminum alloy; a reduced compression ratio (9.51 versus 9.71); a steel crankshaft with enlarged crankpins; direct (versus port) fuel injection, a first for a u.s. mazda; and a hitachi turbododge compressing the air-fuel mixture to the tune of 15.6 psi via an air-to-air intercooler mounted squarely atop the engine."
"June 30, 2014  3:37PM",stickguy, throw on a front strut tower brace too. close enough.
"June 30, 2014  4:22PM",fezo," i'm not likely to go that far but replacing parts as needed with much upgraded parts is on the agenda.  a set of nice performance tires would e good as well.  i expect to do that come fall.  i have at least one more rotate in the primacys that are on there. make no mistake.  the car is a real treat to drive.  it has a v6 in it which does the job for me.  it's not the thriftiest thing in terms of gas but, hey, i live in nj.  and it's not that bad either.  for about 90% of my driving (old, or at least disabled, retired guy) i'd be better off with a fordx or a toyota but when those moments come....."
"June 30, 2014  4:54PM",graphicguy," oldfarmer...i hear you.  but, he has enough backing to get elected (which is something i could never muster).  so, i'll give him some cred on that count.  and, you have to admit, oil is running out of bogus excuses for raising prices. that doesn't change the fact that price manipulation has, is,  and will continue to go on as long we we let it.  i think boehner is tired of getting my phone calls and emails every week on this topic.  his office now only sends me generic form letter replies. i've been wondering about the whole oil export policy change, too.  assuming oil companies, with a surplus here in the u.s., are looking for foreign avenues to sell their products. you want an economic boom?  we're coming to an end to over a decade of war.  add low oil prices to that equation and see what happens (think mid-90s economic expansion). however, can't happen until the few who are manipulating oil prices are brought to task."
"June 30, 2014  5:00PM",imidazol97," you want an economic boom? we're coming to an end to over a decade of war. add low oil prices to that equation and see what happens (think mid-90s economic expansion). i thought we have been exporting refined products all along, at the same time raising prices on the finished products here--diesel fuel was the one i recall as the example. odd that we block drilling in most of the source areas and then export finished product and now export unrefined oil. huh? and the media does no digging into facts as to what's going on. i thought it was all bush and cheney's faults for 8 years. they're gone. now the media follows bernie that it's all just a few manipulators? at least they can't blame bush. media'll have to update their perpetrators list to more correctly fit the current admin. on the topic of car, i was at a joe nuxhall miracle league car show in your neck of the woods (hamilton/fairfield) sunday. lots of car i hadn't seen further north nearer dayton, along with bond's aston martin from goldfinger (1 of 4 and it had sold for north of $4 million) and miss ohio 2013 was there."
"June 30, 2014  5:31PM",Mr_Shiftright, fuel is america's largest export product i believe.
"June 30, 2014  5:53PM",robr2," in 2013, us exports were machinery $213,108,199,000 (13.5% of total exports) electronic equipment $165,604,449,000 (10.5%) mineral fuels including oil $148,426,743,000 (9.4%) vehicles excluding trains and streetcar $133,640,479,000 (8.5%) aircraft and spacecraft $115,380,944,000 (7.3%) optical, technical and medical apparatus $84,281,276,000 (5.3%) pearls, precious stones, precious metals and coins $72,830,232,000 (4.6%) plastics $60,836,970,000 (3.9%) organic chemicals $46,510,903,000 (2.9%) pharmaceutical products $39,742,717,000 (2.5%)"
"June 30, 2014  6:30PM",graphicguy," imid...i heard about the car show just today.  missed it.  as always, i'm a day late and a dollar short."
"June 30, 2014  6:54PM",jayrider, gas pricing conspiracy?  how about those blackjack dealers hitting 21 with 4 cards to beat my 20 off the deal.
"June 30, 2014  7:05PM",oldfarmer50," stick, i forget exactly where you are, somewhere in ohio? but here's one for you."
"June 30, 2014  7:26PM",graphicguy, jay.....you'll get no sympathy from me.  i was at a table where the dealer hit 3 blackjacks out of 5 deals while the wife and i were cruising.  -1
"June 30, 2014  7:43PM",stickguy," farmer, i'm in south jersey. just outside philly. not sure what i would do with a parts car, but it us in my price range!"
"June 30, 2014  8:23PM",oldfarmer50," sorry about that, the old brain gets things confused these days.  i think it's because my wife always moves my stuff and tells me i just forgot where i put it. parts car?  you could sit in it and go vroom vroom.  think of what you'd save on insurance too.here's one near you that runs and nowhere near 250k miles."
"June 30, 2014  8:55PM",stickguy, that one reads almost exactly like my 2000 acura tl.
"June 30, 2014  9:23PM",fezo, now here i went all the way to kentucky to meet one of the gang and stick's just across the state from me (and a small state at that) but no..... i'm still taking nominations on upgrades for the mazda.  i figure real performance tires once the current ones wear out.  probably know what i'm getting there.  there are troublemakers in here i tell you....
"June 30, 2014  9:26PM",stever," i'd think the best upgrade for you would be a new head unit, amp or an xm/sirius subscription."
"June 30, 2014  9:29PM",oldfarmer50," ""i'm still taking nominations on upgrades for the mazda. i figure real performance tires once the current ones wear out."" throw a turbo on it and hang on!"
"June 30, 2014  9:36PM",Mr_Shiftright," oh i see what i did--it should be ""usa is world's largest exporter of oil""  (that is, all oil products---saudi arabia and ussr still lead in basic crude oil).  our export numbers include  natural gas liquids and biofuels."
"June 30, 2014  9:57PM",fezo, i'll bet a turbo is out of my price range....
"June 30, 2014 10:01PM",stickguy," not even sure there is a turbo kit for the mazda v6.  or the 3.0l even needs it (assuming you want traction at the front wheels). around here, with the traffic, lights and cops, that car is already overpowered.  much better use of money making it fun to drive. and fezo, you are much closer to qbrozen.  but next time you are down this way, feel free to stop in!  i am actually about 15 minutes from where tjc lives (wonder how he is doing, and if jr. arrived yet?) so can have a big meet up!"
"June 30, 2014 10:18PM",fezo," i used to work on qbrozen but to no avail.  probably because i always had something mechanical for him to do.  heck, he and i are in the same county, along with 600,000 other people."
"July  1, 2014 12:12AM",snakeweasel," ok i made a few phone calls with it, played music with it's external speakers for most of the day and did a lot of web surfing and still had over 40% power. fwiw at the time i would have had to plug in the iphone i still had over 70% power (but note that the iphone was 4 or 5 years old and the battery was dying a slow death). overall i am pleased with the battery life."
"July  1, 2014 12:25AM",snakeweasel," that's what you get when your dealer is jimmy ""cards"" molinari."
"July  1, 2014 12:27AM",snakeweasel, your wife does that too?
"July  1, 2014 12:56AM",jayrider, if molinari is a sicilian that explains a lot. my ancestors are from the north--- we are piedmontese --- near the french border.  must be some kind of vendetta.
"July  1, 2014  1:29AM",fezo," i'm neapolitan.  we're stuck between you guys, just trying to be the real italians..."
"July  1, 2014  1:34AM",houdini1, jack it up and drive a new one under it !!
"July  1, 2014  1:45AM",jayrider," props to you and yours for inventing the strawberry, vanilla and chocolate ice cream combo carton."
"July  1, 2014  2:23AM",fezo, you're welcome.
"July  1, 2014  2:42AM",berri, it's sad that people hear italian and presume it's all about pasta and tomato sauce. northern italian food is great - what german should be
"July  1, 2014  9:55AM",oldfarmer50, 8 million more gm car recalled? is there any car they made in the last 15 years not effected? gm's ytd sales are down 8.5% which means nothing since ford is down 6.3%.
"July  1, 2014 11:33AM",jayrider, my 2012 buick is still clear. for now.  i pick my car like i pick slot machines. always a winner.
"July  1, 2014 12:20PM",bwia," jay, is there a published list of recalled buick? i own a 2011 buick cxs and last week i got dic reading to service suspension. i took it to the dealer who diagnosed it as a faulty sensor. one week later the sensor has not arrived and i am beginning to wonder if this is a widespread problem."
"July  1, 2014  1:15PM",oldfarmer50, ha ha! i love that! they haven't recalled #1 son's 98 buick or son#2's 93 caddy or my 88 vandura so i guess we're winners too. i wouldn't press my luck in a casino though.
"July  1, 2014  1:33PM",oldfarmer50, correction gm sales were not down 8.5%.  that was an edmunds estimate. actual sales were up about 1%.
"July  1, 2014  1:35PM",ray80," not jay but if your interested in any outstanding recalls for your gm vehicle this should help, just need the vin"
"July  1, 2014  2:17PM",fezo," yes, and  nothing like italian food....  good, though."
"July  1, 2014  2:30PM",stever, it's part of gm's new marketing plan to get more people into their dealerships. and it's .
"July  1, 2014  2:32PM",graphicguy," my father came over on the boat and was originally raised in a little town just south of rome.  my mother's family (her parents came over on the boat) was from northern italy.  two very different types of italians. it's kind of like talking to someone from alabama, while eating at a southern family restsaturnnt compared to talking to  a native new yorker while eating at a haute cuisine restsaturnnt in manhattan. both as american as can be....both quite different. was it posted here, or somewhere else?  i read a quote/study/blurb that every other country is trying harder and harder to become more and more like the u.s.a....from food, to culture, to trends, etc. not sure if that's a good or a bad thing.  i vote it's good!"
"July  1, 2014  2:52PM",graphicguy," older sister, jag fan, is looking for a new car.  she has an ""s"" type, with 140k miles on it.  but, they don't make the ""s"" any more and she feels the xf and the xj don't fill the bill. so, she's looking at other lux car.  of course, she calls her little brother for an opinion (i've got plenty of those). her budget is $60k, less is better. i recommended she drive a mercedes-benz benz e350, bmw 5 series, audi audi, and acura acura.  this test driving has been going on for about month. first up was the e350 4matic.  surprisingly, she didn't like it.  she said it felt too ""ponderous"".  not sure what that means, but it is a bigger car than her old ""s-type"".  she says it didn't even have leather for that price (yeah....i don't get that, either).  she was underwhelmed. next up, she drove a bmwx.....she liked it.  but, she has the mental block of paying that kind of money for a car with a 4 cyl (regardless of how good it might be).  i told her for her budget, she could get a bmwx.  we'll see if she jumps on one. the audi audi she liked.  but, after hearing of my go round with the s4, it's not going to make her short list.  btw, i read a pro review of the audi s7 last week.  the publication complained about one of the things i had an issue with regarding my s4....the audi system binding.  sounds like audi has an engineering problem on their hands.  at least in my case, one they can not fix. that brings up the acura acura.  she has tastes similar to mine, so i thought she'd like it.  she did.....a lot. so, it's now down to the bmw 5 series and the acura acura.  i know i can get a 5 right around $6k off.  the acura was running $10k off msrp about a month ago.  but, it looks like acura trunk money might be gone as that deal is tougher to find right now around here.  they're running about $4k off now."
"July  1, 2014  3:03PM",driver100," i'm back.  haven't had time to go through 400 posts since i have been gone.  saw lots of car in england, that look like buick.  looked up the name insignia and found they are vauxhall insignias, and are buick buick in china and north america another car that surprised me was a low slung mercedes-benz benz c550 estate wagon.  we don't get those in north america, but i saw quite a few in england."
"July  1, 2014  3:31PM",stickguy, now that is a wagon that hauls!
"July  1, 2014  3:45PM",abacomike,
"July  1, 2014  3:59PM",houdini1, i think i would have also recommended the 2015 genesis.
"July  1, 2014  4:25PM",bwia," i am surprised she is not looking at an suv or a cuv. these crossovers are exceedingly popular with women for the high riding position and easy ingress and exit. the range rover evoque or some other luxury brand of that ilk may worth a look, if she is so inclined."
"July  1, 2014  4:29PM",bwia," thanks for that jay (oops i mean ray,) i will look it up as soon as i find my vin."
"July  1, 2014  4:37PM",driver100," i have a feeling ggs sister won't be interested in a genesis.  the genesis would appeal to a very value conscious buyer who doesn't care what the rest of the world thinks. i wonder why ggs sis needs a larger car like an audi, 528 or e class.  the 528 is not a real car lovers car...if you are getting a 5 series you have to go 535 with an m package - so you can get the sport suspension when you want it. i think she should consider a smaller c class, 335, or audi all loaded up and get something that will be more fun.  maybe even an audi or bmw 4 series 2 door coupe.  that's just my opinion."
"July  1, 2014  4:42PM",Mr_Shiftright, i think the 2015 mercedes-benz benz c class is going to be a really nice car for the money. not out until fall however.
"July  1, 2014  5:06PM",laurasdada," actually, that is a jag xf shooting brake, not a mb.  i'd buy one in a heartbeat over an suv..."
"July  1, 2014  5:10PM",laurasdada," has she been to the jag dealer?  what about the xf (or xj) doesn't float her boat?  too modern for a jag, style-wise?  outside the box thinkers want to know.  although, if i was truly an outside the box thinker, one would think i could come up with a less trite phrase than outside the box..."
"July  1, 2014  5:13PM",Mr_Shiftright, i'd be careful with jaguar--they might not be in the us market in the coming years.
"July  1, 2014  5:16PM",laurasdada," i'm just going to ignore that...as i do all potential depressing news.  like my retirement account statements, results from my annual physical and any correspondences from the irs.  it's a good life."
